game.rom	game.name	game.publisher	game.year	game.genre	game.romof	game.bios	game.cloneof	game.coinslots	game.control.buttons	game.control.count	game.control.type	monitor.count	monitor.freq	monitor.orientation	monitor.ratio.horizontal	monitor.ratio.vertical	monitor.resolution.horizontal	monitor.resolution.vertical	monitor.type
bgareggacn	Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1996)	Raizing / Eighting	1996	Shooter / Flying Vertical	bgaregga	bgaregga		2	3	2	joy8way		60	V			320	240	R	
bgareggahk	Battle Garegga (Austria / Hong Kong) (Sat Feb 3 1996)	Raizing / Eighting	1996	Shooter / Flying Vertical	bgaregga	bgaregga		2	3	2	joy8way		60	V			320	240	R	
bgaregganv	Battle Garegga - New Version (Austria / Hong Kong) (Sat Mar 2 1996)	Raizing / Eighting	1996	Shooter / Flying Vertical	bgaregga	bgaregga		2	3	2	joy8way		60	V			320	240	R	
bgareggat2	Battle Garegga - Type 2 (Europe / USA / Japan / Asia) (Sat Mar 2 1996)	Raizing / Eighting	1996	Shooter / Flying Vertical	bgaregga	bgaregga		2	3	2	joy8way		60	V			320	240	R	
bgareggatw	Battle Garegga (Taiwan / Germany) (Thu Feb 1 1996)	Raizing / Eighting	1996	Shooter / Flying Vertical	bgaregga	bgaregga		2	3	2	joy8way		60	V			320	240	R	
bgareggaz	bgareggaz													V	3	4	320	240	R	
big10	Big 10	<unknown>	1985	Casino / Lottery				3	16	1	joy8way		60	H			544	480	R	
bigappg	The Big Apple (2131-13, U5-0)	Big Apple Games / Merit	1986	Casino / Cards				2	6	1	joy8way		76.293945	H			512	256	R	
bigbang	Big Bang (9th Nov. 1993)	NMK	1993	Shooter / Flying Vertical	tdragon2	tdragon2		2	3	2	joy8way		56	V			384	224	R	
bigbucks	Big Bucks	Dynasoft Inc.	1986	Quiz / Questions in English				2	2	2	joy4way		60.606061	V			288	224	R	
bigd2	Big D2		2000	Not Classified				3	5	0	joy8way		60	H			512	256	R	
bigdeal	Big Deal (Hungarian, set 1)	Fun World	1986	Casino / Cards		bonuscrd	bonuscrd	2	4	1	trackball		60	H			384	232	R	
bigdealb	Big Deal (Hungarian, set 2)	Fun World	1986	Casino / Cards	bigdeal	bonuscrd	bonuscrd	2	4	1	trackball		60	H			384	232	R	
bigevglf	Big Event Golf (US)	Taito America Corporation	1986	Sports / Golf				2	1	2	trackball		60	V			256	224	R	
bigevglfj	Big Event Golf (Japan)	Taito Corporation	1986	Sports / Golf	bigevglf	bigevglf		2	1	2	trackball		60	V			256	224	R	
bigfghtr	Tatakae! Big Fighter (Japan)	Nichibutsu	1989	Shooter / Walking	skyrobo	skyrobo		2	3	2	joy8way		57	H			320	240	R	
bigfight	Big Fight - Big Trouble In The Atlantic Ocean	Tatsumi	1992	Fighter / 2.5D				4	3	4	joy8way		60	H			320	240	R	
bigkarnk	Big Karnak	Gaelco	1991	Platform / Fighter Scrolling				2	2	2	joy8way		60	H			320	240	R	
bigkong	Big Kong	bootleg	1981	Platform / Run Jump	ckong	ckong		2	1	2	joy4way		60	V			256	224	R	
bigprowr	The Big Pro Wrestling!	Technos Japan	1983	Sports / Wrestling				2	2	2	joy8way		57	V			256	240	R	
bigrun	Big Run (11th Rallye version)	Jaleco	1989	Driving / Race (chase view)				2	5	1	paddle		30	H			256	224	R	
bigstrik	Big Striker	Jaleco	1992	Sports / Soccer				2	3	2	joy8way		60	H			256	224	R	
bigstrkb	Big Striker (bootleg)	bootleg	1992	Sports / Soccer	bigstrik	bigstrik		2	3	2	joy8way		60	H			256	224	R	
bigtwin	Big Twin	Playmark	1995	Puzzle / Drop				2	1	2	joy8way		58	H			320	240	R	
bijokkog	Bijokko Gakuen (Japan 880116)	Nichibutsu	1988	Tabletop / Mahjong				2	5	2	joy8way		60	H			512	224	R	
bijokkoy	Bijokko Yume Monogatari (Japan 870925)	Nichibutsu	1987	Tabletop / Mahjong				2	5	2	joy8way		60	H			512	224	R	
bikkuric	Bikkuri Card (Japan)	Peni	1987	Puzzle / Match						1				V	3	4	256	224	R	
billiard	The Billiards (Video Hustler bootleg)	bootleg	1981	Sports / Pool	hustler	hustler		2	1	2	joy8way		60.606061	V			256	224	R	
bilyard	Billiard	Terminal	1988	Sports / Pool				1	2	1	joy8way		50	H			256	256	R	
bingoc	Bingo Circus (Rev. A 891001)	Sega	1989	Medal Game / Casino				2	2	0	joy4way		60	H			512	256	R	
bingor1	Bingo Roll / Bell Star? (set 1)	<unknown>	2002	Casino / Misc.				3	16	1	joy8way		60	H			400	300	R	
bingor2	Bingo Roll / Bell Star? (set 2)	<unknown>	2002	Casino / Misc.				3	16	1	joy8way		60	H			400	300	R	
bingor3	Bingo Roll / Bell Star? (set 3)	<unknown>	2002	Casino / Misc.				3	16	1	joy8way		60	H			400	300	R	
bingor4	Bingo Roll / Bell Star? (set 4)	<unknown>	2002	Casino / Misc.				3	16	1	joy8way		60	H			400	300	R	
bingor5	Bingo Roll / Bell Star V3? (set 5)	<unknown>	2002	Casino / Misc.				3	16	1	joy8way		60	H			400	300	R	
bioatack	Bio Attack	Taito Corporation (Fox Video Games license)	1983	Shooter / Flying Vertical				3	1	2	joy8way		60	V			256	224	R	
biofreak	BioFreaks (prototype)	Midway Games	1997	Fighter / Versus				4	6	2	joy8way		57	H			640	480	R	
biomtoy	Biomechanical Toy (Ver. 1.0.1885)	Gaelco	1995	Platform / Shooter Scrolling				2	2	2	joy8way		60	H			320	240	R	
biomtoya	Biomechanical Toy (Ver. 1.0.1884)	Gaelco	1995	Platform / Shooter Scrolling		biomtoy	biomtoy			2				H	4	3	320	240	R	
bionicc	Bionic Commando (Euro)	Capcom	1987	Platform / Shooter Scrolling				2	2	2	joy8way		60	H			256	224	R	
bionicc1	Bionic Commando (US set 1)	Capcom	1987	Platform / Shooter Scrolling	bionicc	bionicc		2	2	2	joy8way		60	H			256	224	R	
bionicc2	Bionic Commando (US set 2)	Capcom	1987	Platform / Shooter Scrolling	bionicc	bionicc		2	2	2	joy8way		60	H			256	224	R	
bioniccbl	Bionic Commandos (bootleg, set 1)	bootleg	1987	Platform / Shooter Scrolling		bionicc	bionicc			2				H	4	3	256	224	R	
bioship	Bio-ship Paladin	UPL (American Sammy license)	1990	Shooter / Flying Horizontal				2	2	2	joy8way		56	H			256	224	R	
birdiy	Birdiy	Mama Top	1983	Climbing / Tree - Plant						2				V	3	4	288	224	R	
birdtry	Birdie Try (Japan)	Data East Corporation	1988	Sports / Golf				2	5	2	joy8way		57.41	V			256	240	R	
bishi	Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players)	Konami	1996	MultiGame / Mini-Games				4	3	3	joy8way		60	H			288	224	R	
bishjan	Bishou Jan (Japan, Ver. 203)	Subsino	1999	Tabletop / Mahjong				2	2	1	joy8way		60	H			512	240	R	
bjourney	Blue's Journey / Raguy (ALM-001 ~ ALH-001)	Alpha Denshi Co.	1990	Platform / Fighter Scrolling	neogeo	neogeo		2	4	2	joy8way		59.185606	H			320	224	R	
bjpoker	Poker / Black Jack (Model 7521)	M.Kramer Manufacturing.	198?	Casino / Cards				2	1	1	joy8way		60	H			464	248	R	
bjtwin	Bombjack Twin (set 1)	NMK	1993	Platform / Run Jump				2	2	2	joy8way		56	V			384	224	R	
bjtwina	Bombjack Twin (set 2)	NMK	1993	Platform / Run Jump	bjtwin	bjtwin		2	2	2	joy8way		56	V			384	224	R	
bking	Birdie King	Taito Corporation	1982	Sports / Golf				2	2	2	trackball		60	V			256	224	R	
bking2	Birdie King 2	Taito Corporation	1983	Sports / Golf				2	2	2	trackball		60	V			256	224	R	
bking3	Birdie King 3	Taito Corporation	1984	Sports / Golf				2	2	2	trackball		60	V			256	224	R	
bkraidj	Battle Bakraid (Japan) (Wed Apr 7 1999)		1999	Not Classified	bkraidu			2	3	2	joy8way		60	V			320	240	R	
bkraidu	Battle Bakraid - Unlimited Version (U.S.A.) (Tue Jun 8 1999)		1999	Not Classified				2	3	2	joy8way		60	V			320	240	R	
bkraiduj	Battle Bakraid - Unlimited Version (Japan) (Tue Jun 8 1999)		1999	Not Classified	bkraidu			2	3	2	joy8way		60	V			320	240	R	
bkrtmaq	Bakuretsu Quiz Ma-Q Dai Bouken (Japan)	Namco	1992	Quiz / Questions in Japanese				4	4	4	pedal		60	H			304	224	R	
bktigerb	Black Tiger (bootleg)		1987	Platform / Fighter Scrolling			blktiger			2			60	H	4	3	256	224	R	
black	Czernyj Korabl (Arcade bootleg of ZX Spectrum 'Blackbeard')	bootleg	19??	Shooter / Walking				1	1	1	joy8way		50.08	H			352	296	R	
blackt96	Black Touch '96	D.G.R.M.	1996	Fighter / 2.5D				2	3	2	joy8way		60	H			256	208	R	
bladestl	Blades of Steel (version T, Joystick)	Konami	1987	Sports / Hockey				3	3	2	trackball		60	V			256	224	R	
bladestle	Blades of Steel (version E, Trackball)	Konami	1987	Sports / Hockey	bladestl	bladestl		3	3	2	trackball		60	V			256	224	R	
bladestll	Blades of Steel (version L, Trackball)	Konami	1987	Sports / Hockey	bladestl	bladestl		3	3	2	trackball		60	V			256	224	R	
bladstle	Blades of Steel (version E)		1987	Sports / Hockey			bladestl			2			60	V	3	4	256	224	R	
blandia	Blandia	Allumer	1992	Fighter / Versus				2	3	2	joy8way		60	H			384	240	R	
blandiap	Blandia (prototype)	Allumer	1992	Fighter / Versus	blandia	blandia		2	3	2	joy8way		60	H			384	240	R	
blasted	Blasted	Bally Midway	1988	Shooter / 3rd Person				2	1	2	joy8way		30	H			512	480	R	
blaster	Blaster	Williams / Vid Kidz	1983	Shooter / Flying (chase view)				3	3	1	stick		60.096154	H			292	240	R	
blaster30	Blaster (early 30 wave version)		1983	Not Classified	blaster			3	3	1	stick		60.096154	H			292	240	R	
blasterkit	Blaster (conversion kit)	Williams / Vid Kidz	1983	Shooter / Flying (chase view)	blaster	blaster		3	3	1	stick		60.096154	H			292	240	R	
blastkit	Blaster (kit)		1983	Shooter / Flying (chase view)			blaster			1			60	H	4	3	292	240	R	
blasto	Blasto	Gremlin	1978	Maze / Shooter Small				1	1	2	joy4way		60	H			256	224	R	
blastoff	Blast Off (Japan)	Namco	1989	Shooter / Flying Vertical				2	3	2	joy8way		60.60606	V			288	224	R	
blazeon	Blaze On (World)	A.I (Atlus license)	1992	Shooter / Flying Horizontal				2	2	2	joy8way		60	H			320	232	R	
blazer	Blazer (Japan)	Namco	1987	Shooter / Driving Diagonal				2	3	2	joy8way		60.60606	V			288	224	R	
blazlaz	Blazing Lazers (United Amusements PC Engine)	Hudson Soft	1989	Shooter / Flying Vertical				1	3	1	joy8way		59.922743	H			544	242	R	
blazstar	Blazing Star	Yumekobo	1998	Shooter / Flying Horizontal	neogeo	neogeo		2	4	2	joy8way		59.185606	H			320	224	R	
blckgalb	Block Gal (bootleg)		1987	Breakout			blockgal			2			60	V	3	4	512	224	R	
blckjack	Black Jack	InterFlip	1984	Casino / Cards	videopkr	videopkr		1	4	1	joy8way		60	H			216	224	R	
blckout2	Block Out (set 2)		1989	Puzzle / Drop			blockout			2			60	H	4	3	320	240	R	
blckoutj	Block Out (Japan)		1989	Puzzle / Drop			blockout			2			60	H	4	3	320	240	R	
bldwolf	Bloody Wolf (US)	Data East USA	1988	Shooter / Walking	battlera	battlera		3	3	2	joy8way		60	H			1088	242	R	
bldwolfj	Narazumono Sentoubutai Bloody Wolf (Japan)	Data East Corporation	1988	Shooter / Walking	battlera	battlera		3	3	2	joy8way		60	H			256	232	R	
bldyroar	Bloody Roar (Japan)	Eighting / Raizing	1997	Fighter / Versus	beastrzr	beastrzr		4	3	4	joy8way		60	H			640	480	R	
bldyror2	Bloody Roar 2 (World)	Eighting / Raizing	1998	Fighter / Versus	psarc95	psarc95		2	6	2	joy8way		60	H			640	480	R	
bldyror2a	Bloody Roar 2 (Asia)	Eighting / Raizing	1998	Fighter / Versus	bldyror2	bldyror2		2	6	2	joy8way		60	H			640	480	R	
bldyror2j	Bloody Roar 2 (Japan)	Eighting / Raizing	1998	Fighter / Versus	bldyror2	bldyror2		2	6	2	joy8way		60	H			640	480	R	
bldyror2u	Bloody Roar 2 (USA)	Eighting / Raizing	1998	Fighter / Versus	bldyror2	bldyror2		2	6	2	joy8way		60	H			640	480	R	
blitz	NFL Blitz (boot ROM 1.2)	Midway Games	1997	Sports / Football				4	3	4	joy8way		57	H			352	296	R	
blitz11	NFL Blitz (boot ROM 1.1)	Midway Games	1997	Sports / Football	blitz	blitz		4	3	4	joy8way		57	H			640	480	R	
blitz2k	NFL Blitz 2000 Gold Edition (ver 1.2, Sep 22 1999)	Midway Games	1999	Sports / Football				4	3	4	joy8way		57	H			640	480	R	
blitz99	NFL Blitz '99 (ver 1.30, Sep 22 1998)	Midway Games	1998	Sports / Football				4	3	4	joy8way		57	H			640	480	R	
blkbustr	BlockBuster	Kiwako (ECI license)	1983	Puzzle / Maze	mrjong	mrjong		2	1	2	joy4way		60	V			240	224	R	
blkdrgnb	Black Dragon (bootleg)		1987	Platform / Fighter Scrolling			blktiger			2			60	H	4	3	256	224	R	
blkdrgon	Black Dragon (Japan)	Capcom	1987	Platform / Fighter Scrolling	blktiger	blktiger		2	2	2	joy8way		60	H			256	224	R	
blkdrgonb	Black Dragon (bootleg)	bootleg	1987	Platform / Fighter Scrolling	blktiger	blktiger		2	2	2	joy8way		60	H			256	224	R	
blkhearj	Black Heart (Japan)		1991	Shooter / Flying Horizontal			blkheart			2			60	H	4	3	256	224	R	
blkheart	Black Heart	UPL	1991	Shooter / Flying Horizontal				2	2	2	joy8way		56.18	H			256	224	R	
blkheartj	Black Heart (Japan)	UPL	1991	Shooter / Flying Horizontal	blkheart	blkheart		2	2	2	joy8way		56.18	H			256	224	R	
blkhole	Black Hole	TDS & MINTS	1981	Shooter / Gallery				1	1	2	joy2way		60.606061	V			768	224	R	
blkpnthr	Black Panther	Konami	1987	Platform / Fighter Scrolling				2	2	2	joy8way		60.606061	H			256	224	R	
blkrhino	Black Rhino (3VXFC5344, New Zealand)	Aristocrat	1996	Slot Machine / Video Slot				1	6	1	joy8way		60	H			304	216	R	
blktiger	Black Tiger	Capcom	1987	Platform / Fighter Scrolling				2	2	2	joy8way		60	H			256	224	R	
blktigera	Black Tiger (older)	Capcom	1987	Platform / Fighter Scrolling		blktiger	blktiger			2				H	4	3	256	224	R	
blktigerb1	Black Tiger (bootleg set 1)	bootleg	1987	Platform / Fighter Scrolling	blktiger	blktiger		2	2	2	joy8way		60	H			256	224	R	
blktigerb2	Black Tiger (bootleg set 2)	bootleg	1987	Platform / Fighter Scrolling	blktiger	blktiger		2	2	2	joy8way		60	H			256	224	R	
blktigerb3	Black Tiger / Black Dragon (mixed bootleg?)	bootleg	1987	Platform / Fighter Scrolling		blktiger	blktiger			2				H	4	3	256	224	R	
blktouch	Black Touch (Korea)	Yang Gi Co Ltd.	199?	Puzzle / Match				2	3	2	joy8way		60	H			512	240	R	
blmbycar	Blomby Car (Version 1P0)	ABM & Gecas	1994	Driving / Race				2	2	2	stick		60	H			384	256	R	
blmbycaru	Blomby Car (Version 1P0, not encrypted)	ABM & Gecas	1994	Driving / Race	blmbycar	blmbycar		2	2	2	stick		60	H			384	256	R	
blmbycau	Blomby Car (not encrypted)		1994	Driving / Race			blmbycar			2			60	H	4	3	384	256	R	
block	Block Block (World 911219 Joystick)	Capcom	1991	Ball & Paddle / Breakout				1	1	2	dial		57.42	V			384	240	R	
block2	Block 2 (S.P.A. Co. bootleg)	bootleg (S.P.A. Co.)	1986	Ball & Paddle / Breakout	arkanoid	arkanoid		2	1	2	dial		60	V			256	224	R	
blocka	Block Block (World 910910)		1991	Breakout			block			2			60	V	3	4	384	240	R	
blockade	Blockade	Gremlin	1976	Maze / Surround				1	2	2	joy4way		60	H			256	224	R	
blockbl	Block Block (bootleg)	bootleg	1991	Ball & Paddle / Breakout	block	block		1	1	2	dial		57.42	V			384	240	R	
blockcar	Block Carnival / Thunder & Lightning 2	Visco	1992	Ball & Paddle / Breakout				2	2	2	joy8way		60	V			384	240	R	
blocken	Blocken (Japan)	Visco / KID	1994	Ball & Paddle / Breakout				2	3	2	joy8way		60	H			384	224	R	
blockgal	Block Gal (MC-8123B, 317-0029)	Sega / Vic Tokai	1987	Ball & Paddle / Breakout				2	1	2	dial		60.096154	V			512	224	R	
blockgalb	Block Gal (bootleg)	bootleg	1987	Ball & Paddle / Breakout	blockgal	blockgal		2	1	2	dial		60.096154	V			256	224	R	
blockhl	Block Hole	Konami	1989	Puzzle / Misc.				3	3	2	joy8way		60	H			288	224	R	
blockj	Block Block (Japan 910910)	Capcom	1991	Ball & Paddle / Breakout	block	block		1	1	2	dial		57.42	V			384	240	R	
blockjoy	Block Block (World 911106 Joystick)		1991	Ball & Paddle / Breakout	block			2	1	2	joy2way		57.42	V			384	240	R	
blockout	Block Out (set 1)	Technos Japan / California Dreams	1989	Puzzle / Drop				3	4	2	joy8way		58	H			320	240	R	
blockout2	Block Out (set 2)	Technos Japan / California Dreams	1989	Puzzle / Drop	blockout	blockout		3	4	2	joy8way		58	H			320	240	R	
blockoutj	Block Out (Japan)	Technos Japan / California Dreams	1989	Puzzle / Drop	blockout	blockout		3	4	2	joy8way		58	H			320	240	R	
blockr1	Block Block (World 911106 Joystick)	Capcom	1991	Ball & Paddle / Breakout		block	block			2				V	3	4	384	240	R	
blockr2	Block Block (World 910910)	Capcom	1991	Ball & Paddle / Breakout		block	block			2				V	3	4	384	240	R	
bloodbro	Blood Bros. (World?)	TAD Corporation	1990	Shooter / 3rd Person				2	3	2	joy8way		59.39	H			256	224	R	
bloodbroa	Blood Bros. (set 2)	TAD Corporation	1990	Shooter / 3rd Person	bloodbro	bloodbro		2	3	2	joy8way		59.39	H			256	224	R	
bloodbrob	Blood Bros. (set 3)	TAD Corporation	1990	Shooter / 3rd Person	bloodbro	bloodbro		2	3	2	joy8way		59.39	H			256	224	R	
bloods11	Blood Storm (v1.10)		1994	Fighter / Versus			bloodstm			2			60	H	4	3	384	240	R	
bloods21	Blood Storm (v2.10)		1994	Fighter / Versus			bloodstm			2			60	H	4	3	384	240	R	
bloods22	Blood Storm (v2.20)		1994	Fighter / Versus			bloodstm			2			60	H	4	3	384	240	R	
bloodstm	Blood Storm (v2.22)	Strata/Incredible Technologies	1994	Fighter / Versus				2	5	2	joy8way		60.10699	H			384	240	R	
bloodstm11	Blood Storm (v1.10)	Strata/Incredible Technologies	1994	Fighter / Versus	bloodstm	bloodstm		2	5	2	joy8way		60.10699	H			384	256	R	
bloodstm21	Blood Storm (v2.10)	Strata/Incredible Technologies	1994	Fighter / Versus	bloodstm	bloodstm		2	5	2	joy8way		60.10699	H			384	256	R	
bloodstm22	Blood Storm (v2.20)	Strata/Incredible Technologies	1994	Fighter / Versus	bloodstm	bloodstm		2	5	2	joy8way		60.10699	H			384	256	R	
bloodwar	Blood Warrior	Kaneko	1994	Fighter / Versus				2	4	2	joy8way		60	H			320	240	R	
blox	Blox (v2.0)		199?	Not Classified				4	7	1	trackball		50.000000	H			504	296	R	
bloxd	Blox (v2.0, Datapak)		199?	Not Classified			blox	4	7	1	trackball		50.000000	H			504	296	R	
bloxeed	Bloxeed (Japan) (FD1094 317-0139)	Sega	1989	Puzzle / Drop				2	3	2	joy8way		57.23	H			320	224	R	
bloxeedc	Bloxeed (World, C System)	Sega / Elorg	1989	Puzzle / Drop	bloxeed	bloxeed		2	1	2	joy8way		60	H			256	224	R	
bloxeedd	Bloxeed (Japan) (bootleg of FD1094 317-0139 set)	bootleg	1989	Puzzle / Drop		bloxeed	bloxeed			2				H	4	3	320	224	R	
bloxeedu	Bloxeed (US, C System, Rev A)	Sega / Elorg	1989	Puzzle / Drop	bloxeed	bloxeed		2	1	2	joy8way		60	H			256	224	R	
blsthead	Blasteroids (with heads)		1987	Shooter / Field			blstroid			2			60	H	4	3	640	240	R	
blstroi2	Blasteroids (rev 2)		1987	Shooter / Field			blstroid			2			60	H	4	3	640	240	R	
blstroi3	Blasteroids (rev 3)		1987	Shooter / Field			blstroid			2			60	H	4	3	640	240	R	
blstroid	Blasteroids (rev 4)	Atari Games	1987	Shooter / Field				3	4	2	dial		59.922743	H			640	240	R	
blstroid2	Blasteroids (rev 2)	Atari Games	1987	Shooter / Field	blstroid	blstroid		3	4	2	dial		59.922743	H			640	240	R	
blstroid3	Blasteroids (rev 3)	Atari Games	1987	Shooter / Field	blstroid	blstroid		3	4	2	dial		59.922743	H			640	240	R	
blstroidg	Blasteroids (German, rev 2)	Atari Games	1987	Shooter / Field	blstroid	blstroid		3	4	2	dial		59.922743	H			640	240	R	
blstroidh	Blasteroids (with heads)	Atari Games	1987	Shooter / Field	blstroid	blstroid		3	4	2	dial		59.922743	H			640	240	R	
blstroig	Blasteroids (German, rev 2)		1987	Shooter / Field			blstroid			2			60	H	4	3	640	240	R	
blswhstl	Bells & Whistles (World, version L)	Konami	1991	Shooter / Flying Vertical				2	2	2	joy8way		60	V			320	224	R	
blswhstla	Bells & Whistles (Asia, version M)	Konami	1991	Shooter / Flying Vertical		blswhstl	blswhstl			2				V	3	4	320	224	R	
bluehawk	Blue Hawk	Dooyong	1993	Shooter / Flying Vertical				2	2	2	joy8way		60	V			384	240	R	
bluehawkn	Blue Hawk (NTC)	Dooyong (NTC license)	1993	Shooter / Flying Vertical	bluehawk	bluehawk		2	2	2	joy8way		60	V			384	240	R	
bluehawn	Blue Hawk (NTC)		1993	Shooter / Flying Vertical			bluehawk			2			60	V	3	4	384	240	R	
blueprnj	Blue Print (Jaleco)		1982	Maze			blueprnt			2			60	V	3	4	256	224	R	
blueprnt	Blue Print (Midway)	Zilec Electronics / Bally Midway	1982	Maze / Collect & Put				2	1	2	joy8way		60	V			256	224	R	
blueprntj	Blue Print (Jaleco)	Zilec Electronics / Jaleco	1982	Maze / Collect & Put	blueprnt	blueprnt		2	1	2	joy8way		60	V			256	224	R	
blueshrk	Blue Shark	Midway	1978	Shooter / Gallery				1	1	1	paddle		59.541985	H			260	224	R	
blzntrnd	Blazing Tornado	Human Amusement	1994	Sports / Wrestling				2	4	4	joy8way		58	H			304	224	R	
bm1stmix	beatmania (ver JA-B)	Konami	1997	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bm2ndmix	beatmania 2nd MIX (ver JA-B)	Konami	1998	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bm2ndmxa	beatmania 2nd MIX (ver JA-A)	Konami	1998	Rhythm / Instruments	bm2ndmix	bm2ndmix		1	5	2	dial		58	H			488	384	R	
bm3rdmix	beatmania 3rd MIX (ver JA-A)	Konami	1998	Rhythm / Dance				1	5	2	dial		58	H			488	384	R	
bm4thmix	beatmania 4th MIX (ver JA-A)	Konami	1999	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bm5thmix	beatmania 5th MIX (ver JA-A)	Konami	1999	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bm6thmix	beatmania 6th MIX (ver JA-A)	Konami	2001	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bm7thmix	beatmania 7th MIX (ver JA-B)	Konami	2001	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bmaster	Blade Master (World)	Irem	1991	Fighter / 2.5D				2	2	2	joy8way		60	H			320	240	R	
bmcbowl	Konkyuu no Hoshi	BMC	1994	Sports / Bowling				2	1	1	joy8way		60	H			280	232	R	
bmclubmx	beatmania Club MIX (ver JA-A)	Konami	2000	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bmcompm2	beatmania complete MIX 2 (ver JA-A)	Konami	2000	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bmcompmx	beatmania complete MIX (ver JA-B)	Konami	1999	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bmcorerm	beatmania CORE REMIX (ver JA-A)	Konami	2000	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bmdct	beatmania featuring Dreams Come True (ver JA-A)	Konami	2000	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bmfinal	beatmania THE FINAL (ver JA-A)	Konami	2002	Rhythm / Instruments				1	5	2	dial		58	H			488	384	R	
bmiidx	beatmania IIDX (863 JAB)	Konami	1999	Rhythm / Dance	gq863	gq863		1	9	2	trackball		60	H			640	480	R	
bmiidx3	beatmania IIDX 3rd style (GC992 JAC)	Konami	2000	Rhythm / Dance	gq863	gq863		1	9	2	trackball		60	H			640	480	R	
bmiidx4	beatmania IIDX 4th style (GCA03 JAA)	Konami	2000	Rhythm / Dance	gq863	gq863		1	9	2	trackball		60	H			640	480	R	
bmiidx6	beatmania IIDX 6th style (GCB4U JAB)	Konami	2001	Rhythm / Dance	gq863	gq863		1	9	2	trackball		60	H			640	480	R	
bmiidx7	beatmania IIDX 7th style (GCB44 JAA)	Konami	2002	Rhythm / Dance	gq863	gq863		1	9	2	trackball		60	H			640	480	R	
bmiidx8	beatmania IIDX 8th style (GCC44 JAA)	Konami	2002	Rhythm / Dance	gq863	gq863		1	9	2	trackball		60	H			640	480	R	
