zzyzzyxx2.rom	game.name	game.name.short	game.publisher	game.year	game.genre	game.romof	game.bios	game.cloneof	game.coinslots	game.control.buttons	game.control.count	game.control.type	game.mature	monitor.count	monitor.freq	monitor.orientation	monitor.ratio.horizontal	monitor.ratio.vertical	monitor.resolution.horizontal	monitor.resolution.vertical	monitor.type
mirderby	Miracle Derby - Ascot	Miracle Derby - Ascot	Home Data?	1988	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	10	0	dial		UNKNOWN	59	H	UNKNOWN	UNKNOWN	432	224	R
mirninja	Mirai Ninja (Japan)	Mirai Ninja	Namco	1988	Platform / Shooter Scrolling	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	60.606061	H	UNKNOWN	UNKNOWN	288	224	R
misdraw	Michigan Super Draw (2131-16, U5-2)	Michigan Super Draw	Big Apple Games / Merit	1986	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	76.293945	H	UNKNOWN	UNKNOWN	512	256	UNKNOWN
misncrfta	Mission Craft (version 2.4)	Mission Craft	Sun	2000	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	V	UNKNOWN	UNKNOWN	320	236	UNKNOWN
misncrft	Mission Craft (version 2.4)	Mission Craft	Sun	2000	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	4	2	joy8way		UNKNOWN	60	V	UNKNOWN	UNKNOWN	320	240	R
missb2	Miss Bubble II	Miss Bubble II	Alpha Co.	1996	Platform / Run Jump	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy2way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
missile1	Missile Command (rev 1)	Missile Command	Atari	1980	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	61.035156	H	UNKNOWN	UNKNOWN	256	231	UNKNOWN
missile2	Missile Command (rev 2)	Missile Command	Atari	1980	Shooter / Command	missile	missile	UNKNOWN	3	3	2	trackball		UNKNOWN	61.035156	H	UNKNOWN	UNKNOWN	256	232	R
missile	Missile Command (rev 3)	Missile Command	Atari	1980	Shooter / Command	UNKNOWN	UNKNOWN	UNKNOWN	3	3	2	trackball		UNKNOWN	61.035156	H	UNKNOWN	UNKNOWN	256	232	R
missilem	Missile Command Multigame	Missile Command Multigame	hack (Braze Technologies)	2005	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	61.035156	H	UNKNOWN	UNKNOWN	256	231	UNKNOWN
missilet																					
missilex	Missile-X [TTL]	Missile-X [TTL]	Taito	1977	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	29.970030	H	UNKNOWN	UNKNOWN	858	525	UNKNOWN
missmw96	Miss Mister World '96 (Nude)	Miss Mister World '96	Comad	1996	Puzzle / Outline	missw96	missw96	UNKNOWN	2	1	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
missw02													TRUE								
missw96a	Miss World '96 (Nude) (C-3000A PCB, set 2)	Miss World '96	Comad	1996	Puzzle / Outline	UNKNOWN	missw96	missw96	UNKNOWN	UNKNOWN	2	UNKNOWN	TRUE	UNKNOWN	60.000000	H	4	3	256	224	R
missw96b	Miss World '96 (Nude) (C-3000A PCB, set 3)	Miss World '96	Comad	1996	Puzzle / Outline	UNKNOWN	missw96	missw96	UNKNOWN	UNKNOWN	2	UNKNOWN	TRUE	UNKNOWN	60.000000	H	4	3	256	224	R
missw96c	Miss World '96 (Nude) (C-3000B PCB)	Miss World '96	Comad	1996	Puzzle / Outline	UNKNOWN	missw96	missw96	UNKNOWN	UNKNOWN	2	UNKNOWN	TRUE	UNKNOWN	60.000000	H	4	3	256	224	R
missw96	Miss World '96 (Nude) (C-3000A PCB, set 1)	Miss World '96	Comad	1996	Puzzle / Outline	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	224	R
misterx	MisterX	MisterX	Video Technology / Yeno	1988	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	120	9	UNKNOWN
mistrum	Mistrum	Mistrum	Amaterske RADIO	1988	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.080128	H	UNKNOWN	UNKNOWN	352	296	UNKNOWN
mits680b	Altair 680b	Altair 680b	MITS	1976	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	50.000000	H	UNKNOWN	UNKNOWN	640	240	UNKNOWN
mizubaku	Mizubaku Daibouken (Japan)	Mizubaku Daibouken	Taito Corporation	1990	Platform / Fighter Scrolling	liquidk	liquidk	UNKNOWN	2	2	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
mj2c	Sega Network Taisen Mahjong MJ 2 (Rev C) (GDX-0006C)	Sega Network Taisen Mahjong MJ 2	Sega	2004	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
mj2f	Sega Network Taisen Mahjong MJ 2 (Rev F) (GDX-0006F)	Sega Network Taisen Mahjong MJ 2	Sega	2004	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
mj2	Sega Network Taisen Mahjong MJ 2 (Rev C) [GDX-0006C]	Sega Network Taisen Mahjong MJ 2	Sega	2005	UNKNOWN	chihiro	chihiro	UNKNOWN	4	6	0	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mj3d	Sega Network Taisen Mahjong MJ 3 (Rev D) (GDX-0017D)	Sega Network Taisen Mahjong MJ 3	Sega	2005	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
mj3evo	Sega Network Taisen Mahjong MJ 3 Evolution (Rev B) (GDX-0021B)	Sega Network Taisen Mahjong MJ 3 Evolution	Sega	2007	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	640	480	UNKNOWN
mj3	Sega Network Taisen Mahjong MJ 3 (Rev D) [GDX-0017D]	Sega Network Taisen Mahjong MJ 3	Sega	2005	UNKNOWN	chihiro	chihiro	UNKNOWN	4	6	0	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	480	R
mj4simai	Wakakusamonogatari Mahjong Yonshimai (Japan)	Wakakusamonogatari Mahjong Yonshimai	Maboroshi Ware	1996	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	384	240	R
mjanbari	Medal Mahjong Janjan Baribari [BET] (Japan)	Medal Mahjong Janjan Baribari [BET]	Nichibutsu / Yubis / AV Japan	1992	Tabletop / Mahjong	janbari	janbari	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
mjangels	Mahjong Angels - Comic Theater Vol.2 (Japan)	Mahjong Angels - Comic Theater Vol.2	Dynax	1991	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjapinky	Almond Pinky [BET] (Japan)	Almond Pinky [BET]	Dynax	1988	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjcamera	Mahjong Camera Kozou (set 1) (Japan 881109)	Mahjong Camera Kozou	Miki Syouji	1988	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	5	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
mjcamerb	Mahjong Camera Kozou (set 2) (Japan 881109)	Mahjong Camera Kozou	Miki Syouji	1989	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
mjchuuka	Mahjong Chuukanejyo (China)	Mahjong Chuukanejyo	Dynax	1998	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjclinica													TRUE								
mjclinic	Mahjong Clinic (Japan, set 1)	Mahjong Clinic	Home Data	1988	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	10	1	dial	TRUE	UNKNOWN	59	H	UNKNOWN	UNKNOWN	432	224	R
mjclub	Mahjong Club [BET] (Japan)	Mahjong Club [BET]	Xex	1986?	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjcomv1	Mahjong Comic Gekijou Vol.1 (Japan)	Mahjong Comic Gekijou Vol.1	Dynax	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjdchuka	Mahjong The Dai Chuuka Ken (China, v. D111)	Mahjong The Dai Chuuka Ken	Dynax	1995	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjdejav2	Mahjong Shinkirou Deja Vu 2 (Japan)	Mahjong Shinkirou Deja Vu 2	Dynax	1989	UNKNOWN	mjdejavu	mjdejavu	UNKNOWN	2	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjdejavu	Mahjong Shinkirou Deja Vu (Japan)	Mahjong Shinkirou Deja Vu	Dynax	1989	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjderngr	Mahjong Derringer (Japan)	Mahjong Derringer	Dynax	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjdialq2a	Mahjong Dial Q2 (Japan, alt.)	Mahjong Dial Q2	Dynax	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRUE	UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	256	240	UNKNOWN
mjdialq2	Mahjong Dial Q2 (Japan)	Mahjong Dial Q2	Dynax	1991	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjdiplob	Mahjong Diplomat [BET] (Japan)	Mahjong Diplomat [BET]	Dynax	1987	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjegolf	Mahjong Erotica Golf (Japan)	Mahjong Erotica Golf	Fujic / AV Japan	1994	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
mjelct3a	Mahjong Electron Base (parts 2 & 3, alt., Japan)	Mahjong Electron Base	Dynax	1990	UNKNOWN	mjelctrn	mjelctrn	UNKNOWN	2	1	2	paddle	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	508	240	R
mjelct3	Mahjong Electron Base (parts 2 & 3, Japan)	Mahjong Electron Base	Dynax	1990	UNKNOWN	mjelctrn	mjelctrn	UNKNOWN	2	1	2	paddle	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	508	240	R
mjelctrb	Mahjong Electron Base (parts 2 & 4, Japan, BOOTLEG)	Mahjong Electron Base	bootleg	1993	UNKNOWN	mjelctrn	mjelctrn	UNKNOWN	2	1	2	paddle	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	508	240	R
mjelctrn	Mahjong Electron Base (parts 2 & 4, Japan)	Mahjong Electron Base	Dynax	1993	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	paddle	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	508	240	R
mjembase	Mahjong Electromagnetic Base	Mahjong Electromagnetic Base	Dynax	1989	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRUE	UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	508	240	UNKNOWN
mjflove	Mahjong Fantasic Love (Japan)	Mahjong Fantasic Love	Nakanihon	1996	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjfocus	Mahjong Focus (Japan 890313)	Mahjong Focus	Nichibutsu	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	240	R
mjfocusm	Mahjong Focus [BET] (Japan 890510)	Mahjong Focus [BET]	Nichibutsu	1989	Tabletop / Mahjong	mjfocus	mjfocus	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
mjfriday	Mahjong Friday (Japan)	Mahjong Friday	Dynax	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjgaiden	Mahjong Gaiden [BET] (Japan 870803)	Mahjong Gaiden [BET]	Central Denshi	1987	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	5	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
mjgalpri													TRUE								
mjgnight	Mahjong Gorgeous Night (Japan, TSM003-01)	Mahjong Gorgeous Night	Techno-Top	2000	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRUE	UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	336	240	UNKNOWN
mjgottsu	Mahjong Gottsu ee-kanji (Japan)	Mahjong Gottsu ee-kanji	Nichibutsu	1991	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
mjgottub	Medal Mahjong Gottsu ee-kanji [BET] (Japan)	Medal Mahjong Gottsu ee-kanji [BET]	Nichibutsu	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
mjgtaste	Mahjong G-Taste	Mahjong G-Taste	Psikyo	2002	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	1	1	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
mjhokite	Mahjong Hourouki Okite (Japan)	Mahjong Hourouki Okite	Home Data	1988	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	10	1	dial	TRUE	UNKNOWN	59	H	UNKNOWN	UNKNOWN	432	224	R
mjifb2	Mahjong If...? [BET](2921)	Mahjong If...? [BET]	Dynax	1990	UNKNOWN	mjifb	mjifb	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjifb3	Mahjong If...? [BET](2931)	Mahjong If...? [BET]	Dynax	1990	UNKNOWN	mjifb	mjifb	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjifb	Mahjong If...? [BET]	Mahjong If...? [BET]	Dynax	1990	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjikaga	Mahjong Ikaga Desu ka (Japan)	Mahjong Ikaga Desu ka	Mitchell	1991?	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy4way	TRUE	UNKNOWN	59	H	UNKNOWN	UNKNOWN	432	224	R
mjkinjas	Mahjong Kinjirareta Asobi (Japan)	Mahjong Kinjirareta Asobi	Home Data	1991	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy4way	TRUE	UNKNOWN	59	H	UNKNOWN	UNKNOWN	432	224	R
mjkjidai	Mahjong Kyou Jidai (Japan)	Mahjong Kyou Jidai	Sanritsu	1986	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	4	2	vjoy2way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	464	224	R
mjkoiura	Mahjong Koi Uranai (Japan set 1)	Mahjong Koi Uranai	Nichibutsu	1992	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
mjkojink	Mahjong Kojinkyouju (Private Teacher) (Japan)	Mahjong Kojinkyouju	Home Data	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy4way	TRUE	UNKNOWN	59	H	UNKNOWN	UNKNOWN	432	224	R
mjlaman	Mahjong La Man (Japan)	Mahjong La Man	Nichibutsu / AV Japan	1993	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
mjleague	Major League	Major League	Sega	1985	Sports / Baseball	UNKNOWN	UNKNOWN	UNKNOWN	2	5	2	trackball		UNKNOWN	60	V	UNKNOWN	UNKNOWN	320	224	R
mjlstory	Mahjong Jikken Love Story (Japan)	Mahjong Jikken Love Story	Nichibutsu	1991	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
mjmaglmp	Mahjong Magic Lamp (v. JAA02)	Mahjong Magic Lamp	BMC	2000	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	58.935000	H	UNKNOWN	UNKNOWN	480	240	UNKNOWN
mjmania	Mahjong Mania - Kairakukan e Youkoso (Japan)	Mahjong Mania - Kairakukan e Youkoso	Sphinx/Just&Just	1999	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	59.922749	H	UNKNOWN	UNKNOWN	543	465	UNKNOWN
mjmyorn2	Mahjong The Mysterious Orient Part 2 - Exotic Dream	Mahjong The Mysterious Orient Part 2 - Exotic Dream	Dynax	1993	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN		UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	336	240	UNKNOWN
mjmyornt	Mahjong The Mysterious Orient	Mahjong The Mysterious Orient	Dynax	1994	UNKNOWN	UNKNOWN	mjmyorn2	UNKNOWN	2	4	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjmyster	Mahjong The Mysterious World (set 1)	Mahjong The Mysterious World	Dynax	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	4	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjmyuniv	Mahjong The Mysterious Universe	Mahjong The Mysterious Universe	Dynax	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	4	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjmywrld	Mahjong The Mysterious World (set 2)	Mahjong The Mysterious World	Dynax	1994	UNKNOWN	mjmyster	mjmyster	UNKNOWN	2	4	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjnanpaa	Mahjong Nanpa Story (Japan 890712)	Mahjong Nanpa Story	Brooks	1989	Tabletop / Mahjong	mjnanpas	mjnanpas	UNKNOWN	1	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	240	R
mjnanpas	Mahjong Nanpa Story (Japan 890713)	Mahjong Nanpa Story	Brooks	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	240	R
mjnanpau	Mahjong Nanpa Story (Ura) (Japan 890805)	Mahjong Nanpa Story	Brooks	1989	Tabletop / Mahjong	mjnanpas	mjnanpas	UNKNOWN	1	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	240	R
mjnatsu	Mahjong Natsu Monogatari (Japan)	Mahjong Natsu Monogatari	Video System Co.	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	2	1	joy2way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	352	240	R
mjnquesb	Mahjong Quest (No Nudity)	Mahjong Quest	UNKNOWN	1990	Tabletop / Mahjong	UNKNOWN	UNKNOWN	mjnquest	UNKNOWN	UNKNOWN	1	UNKNOWN		UNKNOWN	60	H	4	3	320	224	R
mjnquestb	Mahjong Quest (No Nudity)	Mahjong Quest	Taito Corporation	1990	Tabletop / Mahjong	mjnquest	mjnquest	UNKNOWN	2	3	1	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
mjnquest	Mahjong Quest (Japan)	Mahjong Quest	Taito Corporation	1990	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	3	1	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	320	224	R
mjprivat	Mahjong Private (Japan)	Mahjong Private	Matoba	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	1	3	1	joy4way	TRUE	UNKNOWN	59	H	UNKNOWN	UNKNOWN	432	224	R
mjreach1	Mahjong Reach Ippatsu (Japan)	Mahjong Reach Ippatsu	Nihon System	1998	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	336	240	R
mjreach	Mahjong Reach (bootleg)	Mahjong Reach	bootleg / Dynax	1994	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	508	240	R
mjschuka	Mahjong Super Dai Chuuka Ken (Japan, D115)	Mahjong Super Dai Chuuka Ken	Dynax	1995	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	TRUE	UNKNOWN	60.000000	H	UNKNOWN	UNKNOWN	336	240	UNKNOWN
mjsenka	Mahjong Senka (Japan)	Mahjong Senka	Visco	1986	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	3	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjsikakb	Mahjong Shikaku (Japan 880722)	Mahjong Shikaku	Nichibutsu	1988	Tabletop / Mahjong	mjsikaku	mjsikaku	UNKNOWN	2	5	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
mjsikakc	Mahjong Shikaku (Japan 880806)	Mahjong Shikaku	Nichibutsu	1988	UNKNOWN	mjsikaku	mjsikaku	UNKNOWN	2	5	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
mjsikakd	Mahjong Shikaku (Japan 880802)	Mahjong Shikaku	Nichibutsu	1988	UNKNOWN	mjsikaku	mjsikaku	UNKNOWN	2	5	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
mjsikaku	Mahjong Shikaku (Japan 880908)	Mahjong Shikaku	Nichibutsu	1988	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	5	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	512	224	R
mjsister	Mahjong Sisters (Japan)	Mahjong Sisters	Toaplan	1986	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	2	1	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	260	240	R
mjsiyoub	Mahjong Shiyou (Japan)	Mahjong Shiyou	Visco	1986	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	3	3	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjtensin	Mahjong Tensinhai (Japan)	Mahjong Tensinhai	Dynax	1995	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	1	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjuraden	Mahjong Uranai Densetsu (Japan)	Mahjong Uranai Densetsu	Nichibutsu / Yubis	1992	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	2	2	2	joy4way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	640	240	R
mjvegasa	Mahjong Vegas (Japan, unprotected)	Mahjong Vegas	Dynax	1991	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjvegas	Mahjong Vegas (Japan)	Mahjong Vegas	Dynax	1991	UNKNOWN	mjvegasa	mjvegasa	UNKNOWN	2	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjyarou	Mahjong Yarou [BET] (Japan)	Mahjong Yarou [BET]	Visco / Video System	1986	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	3	3	2	joy8way		UNKNOWN	60	H	UNKNOWN	UNKNOWN	256	240	R
mjyougo	Mahjong-yougo no Kisotairyoku (Japan)	Mahjong-yougo no Kisotairyoku	Home Data	1989	Tabletop / Mahjong	UNKNOWN	UNKNOWN	UNKNOWN	1	3	2	joy4way	TRUE	UNKNOWN	59	H	UNKNOWN	UNKNOWN	432	224	R
mjyuugia	Mahjong Yuugi (Japan set 2)	Mahjong Yuugi	Visco	1990	Tabletop / Mahjong	mjyuugi	mjyuugi	UNKNOWN	1	7	2	joy8way	TRUE	UNKNOWN	60	H	UNKNOWN	UNKNOWN	384	240	R
